Time (UTC),Open,High,Low,Close,Volume 
2024.01.19 00:00:00,0.61193,0.61262,0.61183,0.6121,2308.33
2024.01.19 01:00:00,0.61212,0.61218,0.61089,0.61134,2532.54
2024.01.19 02:00:00,0.61131,0.61141,0.61057,0.61098,2097.13
2024.01.19 03:00:00,0.61095,0.61098,0.61035,0.61044,1682.05
2024.01.19 04:00:00,0.61046,0.61054,0.60979,0.60982,1320.58
2024.01.19 05:00:00,0.60983,0.60992,0.6091,0.60926,1940.69
2024.01.19 06:00:00,0.60926,0.60966,0.60891,0.60947,2278.51
2024.01.19 07:00:00,0.60948,0.61073,0.60925,0.61034,4010.96
2024.01.19 08:00:00,0.61033,0.61082,0.60989,0.61066,4742.35
2024.01.19 09:00:00,0.61064,0.61192,0.61049,0.6119,3508.72
2024.01.19 10:00:00,0.61189,0.61237,0.61131,0.61166,5606.37
2024.01.19 11:00:00,0.61167,0.61207,0.61146,0.61193,2755.4
2024.01.19 12:00:00,0.61195,0.61204,0.61127,0.61144,2164.81
2024.01.19 13:00:00,0.61145,0.61184,0.6105,0.61075,5786.99
2024.01.19 14:00:00,0.61077,0.61092,0.60959,0.61046,6919.38
2024.01.19 15:00:00,0.61048,0.61114,0.609,0.60997,10766.62
2024.01.19 16:00:00,0.60997,0.61052,0.60957,0.61004,4976.52
2024.01.19 17:00:00,0.61007,0.61109,0.60974,0.61086,7305.75
2024.01.19 18:00:00,0.61084,0.61084,0.61026,0.61049,4594.85
2024.01.19 19:00:00,0.6105,0.61126,0.61047,0.6112,4204.92
2024.01.19 20:00:00,0.61121,0.61148,0.61097,0.61132,3189
2024.01.19 21:00:00,0.6113,0.61174,0.61105,0.61105,1435.76
2024.01.21 22:00:00,0.6112,0.61163,0.61054,0.61105,936.54
2024.01.21 23:00:00,0.61115,0.61194,0.61114,0.61172,1846.42
2024.01.22 00:00:00,0.61173,0.61313,0.61129,0.61311,2480.76
2024.01.22 01:00:00,0.61311,0.61386,0.61237,0.61264,3275.63
2024.01.22 02:00:00,0.61263,0.61311,0.61212,0.61292,3282.86
2024.01.22 03:00:00,0.61293,0.61294,0.6122,0.61229,3000.37
2024.01.22 04:00:00,0.61231,0.61236,0.61126,0.61148,2608.97
2024.01.22 05:00:00,0.61144,0.61155,0.6108,0.61094,3329.13
2024.01.22 06:00:00,0.61095,0.61116,0.6104,0.61081,4569.39
2024.01.22 07:00:00,0.61081,0.61115,0.6101,0.61076,3857.52
2024.01.22 08:00:00,0.61074,0.61121,0.61,0.61026,5383.5
2024.01.22 09:00:00,0.61025,0.61099,0.60991,0.61074,2895.15
2024.01.22 10:00:00,0.61074,0.61181,0.61051,0.61153,2628.15
2024.01.22 11:00:00,0.61152,0.61198,0.61144,0.61153,4226.77
2024.01.22 12:00:00,0.61152,0.61235,0.61141,0.61193,4491.36
2024.01.22 13:00:00,0.61192,0.61204,0.61097,0.61157,4653.99
2024.01.22 14:00:00,0.61154,0.61175,0.6108,0.61146,5039.27
2024.01.22 15:00:00,0.61147,0.61153,0.61033,0.6104,5848.67
2024.01.22 16:00:00,0.6104,0.61041,0.60961,0.61005,4089.73
2024.01.22 17:00:00,0.61005,0.61027,0.60945,0.6099,2559.18
2024.01.22 18:00:00,0.60996,0.60996,0.60828,0.60861,2903.41
2024.01.22 19:00:00,0.60863,0.60871,0.60795,0.60817,2403.2
2024.01.22 20:00:00,0.60822,0.60823,0.60732,0.60745,2603.06
2024.01.22 21:00:00,0.60745,0.60768,0.60711,0.60763,1112.72
2024.01.22 22:00:00,0.60763,0.6077,0.60662,0.60731,2578.83
2024.01.22 23:00:00,0.60734,0.60748,0.60649,0.60729,3208.9
