Time (EET),Open,High,Low,Close,Volume 
2025.01.02 00:00:00,1.03503,1.03577,1.03483,1.0355,1443.22
2025.01.02 01:00:00,1.0355,1.03563,1.03462,1.03507,4447.37
2025.01.02 02:00:00,1.03508,1.03564,1.03472,1.0352,3681.37
2025.01.02 03:00:00,1.03521,1.03606,1.03442,1.03578,5012.45
2025.01.02 04:00:00,1.03577,1.03712,1.03577,1.03709,2791.47
2025.01.02 05:00:00,1.03711,1.0374,1.03682,1.03715,2841.43
2025.01.02 06:00:00,1.03716,1.03756,1.03664,1.03692,3258.29
2025.01.02 07:00:00,1.03693,1.03706,1.03617,1.03638,3270.95
2025.01.02 08:00:00,1.03637,1.0365,1.03599,1.03637,4088.88
2025.01.02 09:00:00,1.03637,1.03723,1.03623,1.03627,7887.04
2025.01.02 10:00:00,1.03628,1.03709,1.03461,1.03627,10541.26
2025.01.02 11:00:00,1.03626,1.03701,1.03493,1.03515,8305.82
2025.01.02 12:00:00,1.03514,1.03568,1.03135,1.03168,11754.01
2025.01.02 13:00:00,1.03166,1.0334,1.0315,1.03321,8416.75
2025.01.02 14:00:00,1.03321,1.03342,1.03148,1.03182,7464.61
2025.01.02 15:00:00,1.03181,1.03296,1.03112,1.03133,13737.75
2025.01.02 16:00:00,1.03134,1.03239,1.03021,1.03038,21387.24
2025.01.02 17:00:00,1.03037,1.03087,1.02725,1.02741,37011.21
2025.01.02 18:00:00,1.0274,1.02762,1.02237,1.02611,30637.33
2025.01.02 19:00:00,1.02611,1.02679,1.02513,1.02648,9298.48
2025.01.02 20:00:00,1.02651,1.02662,1.02557,1.02563,5043.25
2025.01.02 21:00:00,1.02563,1.02595,1.02477,1.0251,4391.68
2025.01.02 22:00:00,1.02511,1.02645,1.02506,1.02613,3247.97
2025.01.02 23:00:00,1.02613,1.02687,1.02612,1.0264,1650.76
2025.01.03 00:00:00,1.0264,1.02666,1.02612,1.02651,2020.85
2025.01.03 01:00:00,1.0265,1.0268,1.02646,1.02678,1484.13
2025.01.03 02:00:00,1.02679,1.02734,1.02659,1.02729,1831.17
2025.01.03 03:00:00,1.02728,1.02728,1.02665,1.02674,2175.54
2025.01.03 04:00:00,1.02674,1.02745,1.02668,1.02722,2348.2
2025.01.03 05:00:00,1.02723,1.02743,1.02687,1.02707,1720.3
2025.01.03 06:00:00,1.02706,1.02709,1.0267,1.02695,1501.11
