Start,Length,0,0.382,0.618,1,1.618,2.618,4.236,Total_Overlaps,loc_0,loc_0.382,loc_0.618,loc_1,loc_1.618,loc_2.618,loc_4.236
2096,79,1,0,1,1,1,0,0,4,2096,2126.178,2144.822,2175,2223.822,2302.822,2430.6440000000002
2109,61,1,0,0,1,1,0,1,4,2109,2132.302,2146.698,2170,2207.698,2268.698,2367.3959999999997
2109,92,1,0,1,1,0,0,1,4,2109,2144.144,2165.856,2201,2257.856,2349.8559999999998,2498.712
2109,99,1,0,1,1,0,0,1,4,2109,2146.818,2170.182,2208,2269.182,2368.182,2528.364
2110,79,1,0,1,1,0,1,1,5,2110,2140.178,2158.822,2189,2237.822,2316.822,2444.6440000000002
2116,92,1,0,0,1,1,0,0,3,2116,2151.144,2172.856,2208,2264.856,2356.8559999999998,2505.712
2116,96,1,0,1,1,0,1,0,4,2116,2152.672,2175.328,2212,2271.328,2367.328,2522.656
2123,89,1,0,0,1,0,1,0,3,2123,2156.998,2178.002,2212,2267.002,2356.002,2500.004
2124,65,1,0,0,1,1,0,0,3,2124,2148.83,2164.17,2189,2229.17,2294.17,2399.34
2139,50,1,0,1,1,0,0,1,4,2139,2158.1,2169.9,2189,2219.9,2269.9,2350.8
2148,81,1,0,0,1,1,0,0,3,2148,2178.942,2198.058,2229,2279.058,2360.058,2491.116
2159,86,1,0,1,1,0,0,0,3,2159,2191.852,2212.148,2245,2298.148,2384.148,2523.296
2170,54,1,0,0,1,0,1,0,3,2170,2190.628,2203.372,2224,2257.372,2311.372,2398.744
2175,54,1,0,1,1,0,0,0,3,2175,2195.628,2208.372,2229,2262.372,2316.372,2403.744
2187,34,1,0,1,1,1,0,0,4,2187,2199.988,2208.012,2221,2242.012,2276.012,2331.024
2189,79,1,0,0,1,1,1,0,4,2189,2219.178,2237.822,2268,2316.822,2395.822,2523.6440000000002
2208,81,1,0,0,1,0,1,0,3,2208,2238.942,2258.058,2289,2339.058,2420.058,2551.116
2208,92,1,0,1,1,0,0,0,3,2208,2243.144,2264.856,2300,2356.856,2448.8559999999998,2597.712
2212,84,1,0,0,1,1,0,1,4,2212,2244.088,2263.912,2296,2347.912,2431.912,2567.824
2212,96,1,0,0,1,1,1,0,4,2212,2248.672,2271.328,2308,2367.328,2463.328,2618.656
2221,96,1,0,0,1,0,1,0,3,2221,2257.672,2280.328,2317,2376.328,2472.328,2627.656
2224,89,1,0,1,1,0,0,0,3,2224,2257.998,2279.002,2313,2368.002,2457.002,2601.004
2242,75,1,0,1,1,0,1,1,5,2242,2270.65,2288.35,2317,2363.35,2438.35,2559.7
2242,99,1,0,0,1,1,0,1,4,2242,2279.818,2303.182,2341,2402.182,2501.182,2661.364
2245,34,1,0,0,1,1,0,1,4,2245,2257.988,2266.012,2279,2300.012,2334.012,2389.024
2245,55,1,0,1,1,0,1,0,4,2245,2266.01,2278.99,2300,2333.99,2388.99,2477.98
2245,96,1,0,0,1,0,1,0,3,2245,2281.672,2304.328,2341,2400.328,2496.328,2651.656
2265,86,1,0,0,1,0,1,1,4,2265,2297.852,2318.148,2351,2404.148,2490.148,2629.296
2268,45,1,0,1,1,1,0,0,4,2268,2285.19,2295.81,2313,2340.81,2385.81,2458.62
2268,65,1,0,1,1,0,1,1,5,2268,2292.83,2308.17,2333,2373.17,2438.17,2543.34
2279,34,1,0,1,1,0,0,0,3,2279,2291.988,2300.012,2313,2334.012,2368.012,2423.024
2289,96,1,0,1,1,0,0,0,3,2289,2325.672,2348.328,2385,2444.328,2540.328,2695.656
2296,89,1,0,1,1,0,0,0,3,2296,2329.998,2351.002,2385,2440.002,2529.002,2673.004
2300,55,1,0,0,1,1,0,0,3,2300,2321.01,2333.99,2355,2388.99,2443.99,2532.98
2300,89,1,0,1,1,0,0,0,3,2300,2333.998,2355.002,2389,2444.002,2533.002,2677.004
2308,54,1,0,1,1,0,0,0,3,2308,2328.628,2341.372,2362,2395.372,2449.372,2536.744
2308,81,1,0,0,1,1,0,0,3,2308,2338.942,2358.058,2389,2439.058,2520.058,2651.116
2308,88,1,0,1,1,0,0,0,3,2308,2341.616,2362.384,2396,2450.384,2538.384,2680.768
2313,35,1,0,0,1,0,1,0,3,2313,2326.37,2334.63,2348,2369.63,2404.63,2461.26
2317,50,1,0,1,1,0,0,0,3,2317,2336.1,2347.9,2367,2397.9,2447.9,2528.8
2317,79,1,0,0,1,1,0,0,3,2317,2347.178,2365.822,2396,2444.822,2523.822,2651.6440000000002
2323,92,1,0,0,1,1,1,0,4,2323,2358.144,2379.856,2415,2471.856,2563.8559999999998,2712.712
2332,35,1,0,0,1,1,0,0,3,2332,2345.37,2353.63,2367,2388.63,2423.63,2480.26
2332,55,1,0,0,1,0,1,0,3,2332,2353.01,2365.99,2387,2420.99,2475.99,2564.98
2333,54,1,0,0,1,1,0,0,3,2333,2353.628,2366.372,2387,2420.372,2474.372,2561.744
2341,79,1,0,0,1,0,1,0,3,2341,2371.178,2389.822,2420,2468.822,2547.822,2675.6440000000002
2351,54,1,0,0,1,1,0,1,4,2351,2371.628,2384.372,2405,2438.372,2492.372,2579.744
2367,35,1,0,1,1,0,0,0,3,2367,2380.37,2388.63,2402,2423.63,2458.63,2515.26
2367,86,1,0,1,1,0,0,0,3,2367,2399.852,2420.148,2453,2506.148,2592.148,2731.296
2367,96,1,0,0,1,1,0,0,3,2367,2403.672,2426.328,2463,2522.328,2618.328,2773.656
2385,54,1,0,0,1,1,0,0,3,2385,2405.628,2418.372,2439,2472.372,2526.372,2613.744
2387,89,1,0,0,1,0,1,1,4,2387,2420.998,2442.002,2476,2531.002,2620.002,2764.004
2389,50,1,0,1,1,0,0,0,3,2389,2408.1,2419.9,2439,2469.9,2519.9,2600.8
2389,99,1,0,0,1,0,1,0,3,2389,2426.818,2450.182,2488,2549.182,2648.182,2808.364
2396,92,1,0,1,1,0,0,0,3,2396,2431.144,2452.856,2488,2544.856,2636.8559999999998,2785.712
2402,86,1,0,0,1,0,1,0,3,2402,2434.852,2455.148,2488,2541.148,2627.148,2766.296
2405,61,1,0,0,1,1,0,0,3,2405,2428.302,2442.698,2466,2503.698,2564.698,2663.3959999999997
2405,99,1,0,1,1,0,0,0,3,2405,2442.818,2466.182,2504,2565.182,2664.182,2824.364
2415,81,1,0,0,1,0,1,1,4,2415,2445.942,2465.058,2496,2546.058,2627.058,2758.116
2415,89,1,0,0,1,0,1,1,4,2415,2448.998,2470.002,2504,2559.002,2648.002,2792.004
2420,79,1,0,0,1,1,1,0,4,2420,2450.178,2468.822,2499,2547.822,2626.822,2754.6440000000002
2420,84,1,0,1,1,0,0,0,3,2420,2452.088,2471.912,2504,2555.912,2639.912,2775.824
2420,89,1,0,0,1,1,0,1,4,2420,2453.998,2475.002,2509,2564.002,2653.002,2797.004
2438,61,1,0,1,1,0,0,0,3,2438,2461.302,2475.698,2499,2536.698,2597.698,2696.3959999999997
2438,84,1,0,1,1,0,0,1,4,2438,2470.088,2489.912,2522,2573.912,2657.912,2793.824
2439,65,1,0,0,1,0,1,0,3,2439,2463.83,2479.17,2504,2544.17,2609.17,2714.34
2439,75,1,0,0,1,1,0,1,4,2439,2467.65,2485.35,2514,2560.35,2635.35,2756.7
2463,92,1,0,0,1,0,1,0,3,2463,2498.144,2519.856,2555,2611.856,2703.8559999999998,2852.712
2466,55,1,0,0,1,1,0,0,3,2466,2487.01,2499.99,2521,2554.99,2609.99,2698.98
2466,89,1,0,1,1,0,0,0,3,2466,2499.998,2521.002,2555,2610.002,2699.002,2843.004
2476,45,1,0,1,1,0,0,1,4,2476,2493.19,2503.81,2521,2548.81,2593.81,2666.62
2476,84,1,0,1,1,0,0,0,3,2476,2508.088,2527.912,2560,2611.912,2695.912,2831.824
2476,92,1,0,0,1,0,1,1,4,2476,2511.144,2532.856,2568,2624.856,2716.8559999999998,2865.712
2488,34,1,0,1,1,1,0,0,4,2488,2500.988,2509.012,2522,2543.012,2577.012,2632.024
2488,84,1,0,0,1,1,0,0,3,2488,2520.088,2539.912,2572,2623.912,2707.912,2843.824
2490,65,1,0,0,1,1,0,0,3,2490,2514.83,2530.17,2555,2595.17,2660.17,2765.34
2496,99,1,0,0,1,1,0,0,3,2496,2533.818,2557.182,2595,2656.182,2755.182,2915.364
2509,55,1,0,1,1,0,0,0,3,2509,2530.01,2542.99,2564,2597.99,2652.99,2741.98
2509,75,1,0,1,1,0,0,0,3,2509,2537.65,2555.35,2584,2630.35,2705.35,2826.7
2509,86,1,0,0,1,1,1,1,5,2509,2541.852,2562.148,2595,2648.148,2734.148,2873.296
2514,50,1,0,0,1,1,0,0,3,2514,2533.1,2544.9,2564,2594.9,2644.9,2725.8
2514,81,1,0,1,1,0,0,1,4,2514,2544.942,2564.058,2595,2645.058,2726.058,2857.116
2521,99,1,0,0,1,0,1,1,4,2521,2558.818,2582.182,2620,2681.182,2780.182,2940.364
2528,81,1,0,0,1,0,1,0,3,2528,2558.942,2578.058,2609,2659.058,2740.058,2871.116
2528,92,1,0,1,1,0,0,0,3,2528,2563.144,2584.856,2620,2676.856,2768.8559999999998,2917.712
2528,99,1,0,0,1,1,1,0,4,2528,2565.818,2589.182,2627,2688.182,2787.182,2947.364
2543,84,1,0,1,1,1,0,1,5,2543,2575.088,2594.912,2627,2678.912,2762.912,2898.824
2548,81,1,0,0,1,1,0,0,3,2548,2578.942,2598.058,2629,2679.058,2760.058,2891.116
2555,84,1,0,0,1,0,1,1,4,2555,2587.088,2606.912,2639,2690.912,2774.912,2910.824
2560,79,1,0,1,1,1,0,0,4,2560,2590.178,2608.822,2639,2687.822,2766.822,2894.6440000000002
2560,84,1,0,0,1,0,1,0,3,2560,2592.088,2611.912,2644,2695.912,2779.912,2915.824
2560,96,1,0,0,1,1,0,0,3,2560,2596.672,2619.328,2656,2715.328,2811.328,2966.656
2564,65,1,0,0,1,0,1,0,3,2564,2588.83,2604.17,2629,2669.17,2734.17,2839.34
2564,84,1,0,0,1,1,0,0,3,2564,2596.088,2615.912,2648,2699.912,2783.912,2919.824
2568,61,1,0,0,1,1,1,0,4,2568,2591.302,2605.698,2629,2666.698,2727.698,2826.3959999999997
2568,65,1,0,0,1,0,1,0,3,2568,2592.83,2608.17,2633,2673.17,2738.17,2843.34
2568,99,1,0,1,1,1,0,0,4,2568,2605.818,2629.182,2667,2728.182,2827.182,2987.364
2572,55,1,0,0,1,1,0,0,3,2572,2593.01,2605.99,2627,2660.99,2715.99,2804.98
2572,84,1,0,1,1,0,1,1,5,2572,2604.088,2623.912,2656,2707.912,2791.912,2927.824
2572,89,1,0,1,1,0,0,0,3,2572,2605.998,2627.002,2661,2716.002,2805.002,2949.004
2580,81,1,0,0,1,0,1,0,3,2580,2610.942,2630.058,2661,2711.058,2792.058,2923.116
2580,99,1,0,0,1,1,0,0,3,2580,2617.818,2641.182,2679,2740.182,2839.182,2999.364
2584,55,1,0,0,1,0,1,0,3,2584,2605.01,2617.99,2639,2672.99,2727.99,2816.98
2584,96,1,0,0,1,0,1,1,4,2584,2620.672,2643.328,2680,2739.328,2835.328,2990.656
2595,61,1,0,1,1,0,0,0,3,2595,2618.302,2632.698,2656,2693.698,2754.698,2853.3959999999997
2609,84,1,0,1,1,0,0,0,3,2609,2641.088,2660.912,2693,2744.912,2828.912,2964.824
2620,89,1,0,0,1,1,0,0,3,2620,2653.998,2675.002,2709,2764.002,2853.002,2997.004
2627,34,1,0,1,1,0,0,0,3,2627,2639.988,2648.012,2661,2682.012,2716.012,2771.024
2627,61,1,0,0,1,0,1,1,4,2627,2650.302,2664.698,2688,2725.698,2786.698,2885.3959999999997
2629,75,1,0,0,1,0,1,0,3,2629,2657.65,2675.35,2704,2750.35,2825.35,2946.7
2633,34,1,0,0,1,1,1,0,4,2633,2645.988,2654.012,2667,2688.012,2722.012,2777.024
2633,55,1,0,1,1,1,0,1,5,2633,2654.01,2666.99,2688,2721.99,2776.99,2865.98
2639,54,1,0,0,1,0,1,0,3,2639,2659.628,2672.372,2693,2726.372,2780.372,2867.744
2639,61,1,0,0,1,1,0,0,3,2639,2662.302,2676.698,2700,2737.698,2798.698,2897.3959999999997
2639,65,1,0,1,1,0,1,1,5,2639,2663.83,2679.17,2704,2744.17,2809.17,2914.34
2639,99,1,0,1,1,0,0,0,3,2639,2676.818,2700.182,2738,2799.182,2898.182,3058.364
2644,65,1,0,0,1,0,1,0,3,2644,2668.83,2684.17,2709,2749.17,2814.17,2919.34
2644,84,1,0,0,1,1,0,0,3,2644,2676.088,2695.912,2728,2779.912,2863.912,2999.824
2648,86,1,0,0,1,1,1,0,4,2648,2680.852,2701.148,2734,2787.148,2873.148,3012.296
2648,92,1,0,0,1,1,1,0,4,2648,2683.144,2704.856,2740,2796.856,2888.8559999999998,3037.712
2661,54,1,0,0,1,0,1,0,3,2661,2681.628,2694.372,2715,2748.372,2802.372,2889.744
2667,45,1,0,0,1,1,0,0,3,2667,2684.19,2694.81,2712,2739.81,2784.81,2857.62
2667,79,1,0,0,1,0,1,0,3,2667,2697.178,2715.822,2746,2794.822,2873.822,3001.6440000000002
2679,61,1,0,1,1,0,0,1,4,2679,2702.302,2716.698,2740,2777.698,2838.698,2937.3959999999997
2679,96,1,0,1,1,0,0,0,3,2679,2715.672,2738.328,2775,2834.328,2930.328,3085.656
2688,34,1,0,1,1,0,0,0,3,2688,2700.988,2709.012,2722,2743.012,2777.012,2832.024
2693,35,1,0,1,1,0,0,1,4,2693,2706.37,2714.63,2728,2749.63,2784.63,2841.26
2700,75,1,0,1,1,0,0,0,3,2700,2728.65,2746.35,2775,2821.35,2896.35,3017.7
2700,92,1,0,1,1,0,0,0,3,2700,2735.144,2756.856,2792,2848.856,2940.8559999999998,3089.712
2712,45,1,0,1,1,0,0,0,3,2712,2729.19,2739.81,2757,2784.81,2829.81,2902.62
2712,75,1,0,1,1,0,0,0,3,2712,2740.65,2758.35,2787,2833.35,2908.35,3029.7
2715,79,1,0,1,1,0,0,1,4,2715,2745.178,2763.822,2794,2842.822,2921.822,3049.6440000000002
2717,92,1,0,0,1,1,0,0,3,2717,2752.144,2773.856,2809,2865.856,2957.8559999999998,3106.712
2722,35,1,0,0,1,0,1,0,3,2722,2735.37,2743.63,2757,2778.63,2813.63,2870.26
2728,81,1,0,0,1,0,1,0,3,2728,2758.942,2778.058,2809,2859.058,2940.058,3071.116
2730,45,1,0,1,1,0,0,1,4,2730,2747.19,2757.81,2775,2802.81,2847.81,2920.62
2730,79,1,0,0,1,0,1,0,3,2730,2760.178,2778.822,2809,2857.822,2936.822,3064.6440000000002
2730,84,1,0,0,1,1,0,0,3,2730,2762.088,2781.912,2814,2865.912,2949.912,3085.824
2730,92,1,0,1,1,0,0,1,4,2730,2765.144,2786.856,2822,2878.856,2970.8559999999998,3119.712
2734,75,1,0,1,1,0,0,0,3,2734,2762.65,2780.35,2809,2855.35,2930.35,3051.7
2738,54,1,0,0,1,1,0,0,3,2738,2758.628,2771.372,2792,2825.372,2879.372,2966.744
2740,35,1,0,0,1,1,0,0,3,2740,2753.37,2761.63,2775,2796.63,2831.63,2888.26
2740,54,1,0,0,1,0,1,1,4,2740,2760.628,2773.372,2794,2827.372,2881.372,2968.744
2746,34,1,0,0,1,0,1,0,3,2746,2758.988,2767.012,2780,2801.012,2835.012,2890.024
2746,79,1,0,0,1,1,0,0,3,2746,2776.178,2794.822,2825,2873.822,2952.822,3080.6440000000002
2757,65,1,0,1,1,0,0,0,3,2757,2781.83,2797.17,2822,2862.17,2927.17,3032.34
2757,84,1,0,1,1,0,1,0,4,2757,2789.088,2808.912,2841,2892.912,2976.912,3112.824
2758,34,1,0,0,1,0,1,0,3,2758,2770.988,2779.012,2792,2813.012,2847.012,2902.024
2758,84,1,0,0,1,1,0,0,3,2758,2790.088,2809.912,2842,2893.912,2977.912,3113.824
2764,45,1,0,1,1,0,0,0,3,2764,2781.19,2791.81,2809,2836.81,2881.81,2954.62
2764,54,1,0,1,1,0,0,0,3,2764,2784.628,2797.372,2818,2851.372,2905.372,2992.744
2770,55,1,0,0,1,0,1,0,3,2770,2791.01,2803.99,2825,2858.99,2913.99,3002.98
2770,65,1,0,0,1,0,1,1,4,2770,2794.83,2810.17,2835,2875.17,2940.17,3045.34
2775,99,1,0,0,1,0,1,0,3,2775,2812.818,2836.182,2874,2935.182,3034.182,3194.364
2780,34,1,0,0,1,1,0,1,4,2780,2792.988,2801.012,2814,2835.012,2869.012,2924.024
2780,55,1,0,1,1,0,1,0,4,2780,2801.01,2813.99,2835,2868.99,2923.99,3012.98
2780,61,1,0,1,1,0,1,0,4,2780,2803.302,2817.698,2841,2878.698,2939.698,3038.3959999999997
2787,35,1,0,1,1,0,0,0,3,2787,2800.37,2808.63,2822,2843.63,2878.63,2935.26
2787,54,1,0,0,1,1,1,0,4,2787,2807.628,2820.372,2841,2874.372,2928.372,3015.744
2792,50,1,0,0,1,1,0,0,3,2792,2811.1,2822.9,2842,2872.9,2922.9,3003.8
2792,55,1,0,0,1,1,0,1,4,2792,2813.01,2825.99,2847,2880.99,2935.99,3024.98
2792,65,1,0,0,1,0,1,0,3,2792,2816.83,2832.17,2857,2897.17,2962.17,3067.34
2792,81,1,0,1,1,0,0,1,4,2792,2822.942,2842.058,2873,2923.058,3004.058,3135.116
2792,89,1,0,1,1,0,1,0,4,2792,2825.998,2847.002,2881,2936.002,3025.002,3169.004
2797,50,1,0,0,1,1,1,1,5,2797,2816.1,2827.9,2847,2877.9,2927.9,3008.8
2797,81,1,0,1,1,1,1,0,5,2797,2827.942,2847.058,2878,2928.058,3009.058,3140.116
2802,79,1,0,0,1,0,1,0,3,2802,2832.178,2850.822,2881,2929.822,3008.822,3136.6440000000002
2809,65,1,0,0,1,1,0,1,4,2809,2833.83,2849.17,2874,2914.17,2979.17,3084.34
2818,55,1,0,0,1,0,1,0,3,2818,2839.01,2851.99,2873,2906.99,2961.99,3050.98
2818,99,1,0,0,1,0,1,0,3,2818,2855.818,2879.182,2917,2978.182,3077.182,3237.364
2825,86,1,0,1,1,0,1,0,4,2825,2857.852,2878.148,2911,2964.148,3050.148,3189.296
2825,89,1,0,0,1,1,0,1,4,2825,2858.998,2880.002,2914,2969.002,3058.002,3202.004
2825,96,1,0,0,1,1,1,0,4,2825,2861.672,2884.328,2921,2980.328,3076.328,3231.656
2825,99,1,0,0,1,0,1,0,3,2825,2862.818,2886.182,2924,2985.182,3084.182,3244.364
2835,50,1,0,1,1,0,0,0,3,2835,2854.1,2865.9,2885,2915.9,2965.9,3046.8
2841,99,1,0,0,1,0,1,0,3,2841,2878.818,2902.182,2940,3001.182,3100.182,3260.364
2866,45,1,0,1,1,0,0,1,4,2866,2883.19,2893.81,2911,2938.81,2983.81,3056.62
2873,88,1,0,0,1,1,0,0,3,2873,2906.616,2927.384,2961,3015.384,3103.384,3245.768
2873,89,1,0,1,1,0,0,0,3,2873,2906.998,2928.002,2962,3017.002,3106.002,3250.004
2873,96,1,0,0,1,0,1,1,4,2873,2909.672,2932.328,2969,3028.328,3124.328,3279.656
2874,54,1,0,0,1,1,1,0,4,2874,2894.628,2907.372,2928,2961.372,3015.372,3102.744
2874,88,1,0,1,1,0,0,0,3,2874,2907.616,2928.384,2962,3016.384,3104.384,3246.768
2878,50,1,0,0,1,0,1,0,3,2878,2897.1,2908.9,2928,2958.9,3008.9,3089.8
2881,96,1,0,1,1,0,0,1,4,2881,2917.672,2940.328,2977,3036.328,3132.328,3287.656
2885,92,1,0,0,1,1,0,0,3,2885,2920.144,2941.856,2977,3033.856,3125.8559999999998,3274.712
2889,35,1,0,1,1,0,0,1,4,2889,2902.37,2910.63,2924,2945.63,2980.63,3037.26
2894,75,1,0,1,1,1,0,0,4,2894,2922.65,2940.35,2969,3015.35,3090.35,3211.7
2894,86,1,0,0,1,1,0,0,3,2894,2926.852,2947.148,2980,3033.148,3119.148,3258.296
2894,92,1,0,0,1,0,1,0,3,2894,2929.144,2950.856,2986,3042.856,3134.8559999999998,3283.712
2914,84,1,0,0,1,1,0,0,3,2914,2946.088,2965.912,2998,3049.912,3133.912,3269.824
2914,92,1,0,0,1,1,0,0,3,2914,2949.144,2970.856,3006,3062.856,3154.8559999999998,3303.712
2921,65,1,0,1,1,0,1,0,4,2921,2945.83,2961.17,2986,3026.17,3091.17,3196.34
2921,88,1,0,0,1,1,0,0,3,2921,2954.616,2975.384,3009,3063.384,3151.384,3293.768
2928,81,1,0,0,1,1,0,0,3,2928,2958.942,2978.058,3009,3059.058,3140.058,3271.116
2937,88,1,0,1,1,0,1,0,4,2937,2970.616,2991.384,3025,3079.384,3167.384,3309.768
2937,96,1,0,0,1,0,1,0,3,2937,2973.672,2996.328,3033,3092.328,3188.328,3343.656
2961,45,1,0,0,1,1,0,1,4,2961,2978.19,2988.81,3006,3033.81,3078.81,3151.62
2962,92,1,0,1,1,0,0,0,3,2962,2997.144,3018.856,3054,3110.856,3202.8559999999998,3351.712
2968,89,1,0,0,1,0,1,0,3,2968,3001.998,3023.002,3057,3112.002,3201.002,3345.004
2969,50,1,0,0,1,1,1,0,4,2969,2988.1,2999.9,3019,3049.9,3099.9,3180.8
2969,65,1,0,1,1,0,0,0,3,2969,2993.83,3009.17,3034,3074.17,3139.17,3244.34
2969,81,1,0,1,1,1,0,1,5,2969,2999.942,3019.058,3050,3100.058,3181.058,3312.116
2977,34,1,0,1,1,0,0,0,3,2977,2989.988,2998.012,3011,3032.012,3066.012,3121.024
2977,86,1,0,0,1,0,1,0,3,2977,3009.852,3030.148,3063,3116.148,3202.148,3341.296
2980,35,1,0,0,1,1,0,1,4,2980,2993.37,3001.63,3015,3036.63,3071.63,3128.26
2980,96,1,0,0,1,1,0,0,3,2980,3016.672,3039.328,3076,3135.328,3231.328,3386.656
2986,54,1,0,1,1,0,0,0,3,2986,3006.628,3019.372,3040,3073.372,3127.372,3214.744
2986,96,1,0,1,1,0,0,1,4,2986,3022.672,3045.328,3082,3141.328,3237.328,3392.656
2991,86,1,0,0,1,1,1,0,4,2991,3023.852,3044.148,3077,3130.148,3216.148,3355.296
2998,84,1,0,1,1,0,0,1,4,2998,3030.088,3049.912,3082,3133.912,3217.912,3353.824
2998,86,1,0,0,1,0,1,0,3,2998,3030.852,3051.148,3084,3137.148,3223.148,3362.296
3009,45,1,0,1,1,1,0,0,4,3009,3026.19,3036.81,3054,3081.81,3126.81,3199.62
3009,50,1,0,1,1,0,0,0,3,3009,3028.1,3039.9,3059,3089.9,3139.9,3220.8
3009,75,1,0,0,1,1,0,0,3,3009,3037.65,3055.35,3084,3130.35,3205.35,3326.7
3011,34,1,0,0,1,0,1,0,3,3011,3023.988,3032.012,3045,3066.012,3100.012,3155.024
3011,99,1,0,0,1,1,0,0,3,3011,3048.818,3072.182,3110,3171.182,3270.182,3430.364
3015,35,1,0,1,1,0,0,0,3,3015,3028.37,3036.63,3050,3071.63,3106.63,3163.26
3019,35,1,0,0,1,1,0,1,4,3019,3032.37,3040.63,3054,3075.63,3110.63,3167.26
3019,65,1,0,1,1,1,0,0,4,3019,3043.83,3059.17,3084,3124.17,3189.17,3294.34
3037,54,1,0,0,1,1,0,0,3,3037,3057.628,3070.372,3091,3124.372,3178.372,3265.744
3037,81,1,0,0,1,0,1,0,3,3037,3067.942,3087.058,3118,3168.058,3249.058,3380.116
3045,75,1,0,1,1,0,0,0,3,3045,3073.65,3091.35,3120,3166.35,3241.35,3362.7
3054,81,1,0,0,1,1,0,0,3,3054,3084.942,3104.058,3135,3185.058,3266.058,3397.116
3057,34,1,0,0,1,0,1,1,4,3057,3069.988,3078.012,3091,3112.012,3146.012,3201.024
3063,61,1,0,0,1,0,1,0,3,3063,3086.302,3100.698,3124,3161.698,3222.698,3321.3959999999997
3063,65,1,0,0,1,0,1,0,3,3063,3087.83,3103.17,3128,3168.17,3233.17,3338.34
3063,89,1,0,1,1,0,0,0,3,3063,3096.998,3118.002,3152,3207.002,3296.002,3440.004
3077,84,1,0,0,1,0,1,0,3,3077,3109.088,3128.912,3161,3212.912,3296.912,3432.824
3084,75,1,0,1,1,0,1,0,4,3084,3112.65,3130.35,3159,3205.35,3280.35,3401.7
3091,92,1,0,0,1,0,1,0,3,3091,3126.144,3147.856,3183,3239.856,3331.8559999999998,3480.712
3100,88,1,0,1,1,0,0,0,3,3100,3133.616,3154.384,3188,3242.384,3330.384,3472.768
3110,61,1,0,0,1,1,0,0,3,3110,3133.302,3147.698,3171,3208.698,3269.698,3368.3959999999997
3110,75,1,0,0,1,0,1,0,3,3110,3138.65,3156.35,3185,3231.35,3306.35,3427.7
3110,92,1,0,1,1,0,0,0,3,3110,3145.144,3166.856,3202,3258.856,3350.8559999999998,3499.712
3110,99,1,0,1,1,0,1,0,4,3110,3147.818,3171.182,3209,3270.182,3369.182,3529.364
3118,65,1,0,0,1,1,1,1,5,3118,3142.83,3158.17,3183,3223.17,3288.17,3393.34
3118,96,1,0,0,1,0,1,0,3,3118,3154.672,3177.328,3214,3273.328,3369.328,3524.656
3120,34,1,0,0,1,0,1,0,3,3120,3132.988,3141.012,3154,3175.012,3209.012,3264.024
3120,65,1,0,0,1,1,0,0,3,3120,3144.83,3160.17,3185,3225.17,3290.17,3395.34
3120,81,1,0,0,1,0,1,0,3,3120,3150.942,3170.058,3201,3251.058,3332.058,3463.116
3124,35,1,0,1,1,0,1,0,4,3124,3137.37,3145.63,3159,3180.63,3215.63,3272.26
3124,61,1,0,0,1,1,0,0,3,3124,3147.302,3161.698,3185,3222.698,3283.698,3382.3959999999997
3124,99,1,0,1,1,0,0,0,3,3124,3161.818,3185.182,3223,3284.182,3383.182,3543.364
3130,34,1,0,0,1,1,0,0,3,3130,3142.988,3151.012,3164,3185.012,3219.012,3274.024
3130,55,1,0,1,1,0,0,0,3,3130,3151.01,3163.99,3185,3218.99,3273.99,3362.98
3130,86,1,0,1,1,0,0,0,3,3130,3162.852,3183.148,3216,3269.148,3355.148,3494.296
3135,81,1,0,1,1,0,0,0,3,3135,3165.942,3185.058,3216,3266.058,3347.058,3478.116
3146,79,1,0,0,1,0,1,0,3,3146,3176.178,3194.822,3225,3273.822,3352.822,3480.6440000000002
3154,55,1,0,1,1,1,0,0,4,3154,3175.01,3187.99,3209,3242.99,3297.99,3386.98
3164,61,1,0,1,1,0,0,0,3,3164,3187.302,3201.698,3225,3262.698,3323.698,3422.3959999999997
3164,79,1,0,0,1,1,0,0,3,3164,3194.178,3212.822,3243,3291.822,3370.822,3498.6440000000002
3167,34,1,0,1,1,0,0,0,3,3167,3179.988,3188.012,3201,3222.012,3256.012,3311.024
3171,54,1,0,0,1,0,1,0,3,3171,3191.628,3204.372,3225,3258.372,3312.372,3399.744
3171,96,1,0,1,1,0,0,0,3,3171,3207.672,3230.328,3267,3326.328,3422.328,3577.656
3185,96,1,0,0,1,0,1,1,4,3185,3221.672,3244.328,3281,3340.328,3436.328,3591.656
3188,45,1,0,1,1,0,1,0,4,3188,3205.19,3215.81,3233,3260.81,3305.81,3378.62
3209,34,1,0,1,1,0,0,1,4,3209,3221.988,3230.012,3243,3264.012,3298.012,3353.024
3209,99,1,0,0,1,1,0,1,4,3209,3246.818,3270.182,3308,3369.182,3468.182,3628.364
3214,35,1,0,0,1,0,1,0,3,3214,3227.37,3235.63,3249,3270.63,3305.63,3362.26
3223,34,1,0,0,1,0,1,0,3,3223,3235.988,3244.012,3257,3278.012,3312.012,3367.024
3223,65,1,0,0,1,0,1,0,3,3223,3247.83,3263.17,3288,3328.17,3393.17,3498.34
3225,55,1,0,0,1,0,1,1,4,3225,3246.01,3258.99,3280,3313.99,3368.99,3457.98
3233,34,1,0,0,1,1,1,0,4,3233,3245.988,3254.012,3267,3288.012,3322.012,3377.024
3233,55,1,0,1,1,1,0,1,5,3233,3254.01,3266.99,3288,3321.99,3376.99,3465.98
