Start,Length,0,0.382,0.618,1,1.618,2.618,4.236,Total_Overlaps,loc_0,loc_0.382,loc_0.618,loc_1,loc_1.618,loc_2.618,loc_4.236
1097,35,1,0,1,1,0,0,0,3,1097,1110.37,1118.63,1132,1153.63,1188.63,1245.26
1097,89,1,0,0,1,1,0,1,4,1097,1130.998,1152.002,1186,1241.002,1330.002,1474.004
1100,86,1,0,0,1,0,1,0,3,1100,1132.852,1153.148,1186,1239.148,1325.148,1464.296
1119,45,1,0,0,1,1,1,0,4,1119,1136.19,1146.81,1164,1191.81,1236.81,1309.62
1119,84,1,0,0,1,1,0,0,3,1119,1151.088,1170.912,1203,1254.912,1338.912,1474.824
1119,86,1,0,0,1,1,1,0,4,1119,1151.852,1172.148,1205,1258.148,1344.148,1483.296
1124,79,1,0,1,1,1,0,0,4,1124,1154.178,1172.8220000000001,1203,1251.8220000000001,1330.8220000000001,1458.644
1124,81,1,0,0,1,1,1,1,5,1124,1154.942,1174.058,1205,1255.058,1336.058,1467.116
1128,96,1,0,0,1,1,1,0,4,1128,1164.672,1187.328,1224,1283.328,1379.328,1534.656
1132,54,1,0,0,1,1,0,0,3,1132,1152.628,1165.372,1186,1219.372,1273.372,1360.744
1132,65,1,0,0,1,1,0,1,4,1132,1156.83,1172.17,1197,1237.17,1302.17,1407.34
1132,92,1,0,0,1,1,0,0,3,1132,1167.144,1188.856,1224,1280.856,1372.856,1521.712
1139,34,1,0,1,1,0,0,1,4,1139,1151.988,1160.012,1173,1194.012,1228.012,1283.024
1141,88,1,0,1,1,1,1,0,5,1141,1174.616,1195.384,1229,1283.384,1371.384,1513.768
1164,88,1,0,0,1,1,0,1,4,1164,1197.616,1218.384,1252,1306.384,1394.384,1536.768
1166,50,1,0,1,1,0,0,0,3,1166,1185.1,1196.9,1216,1246.9,1296.9,1377.8
1166,86,1,0,1,1,0,0,0,3,1166,1198.852,1219.148,1252,1305.148,1391.148,1530.296
1166,89,1,0,0,1,0,1,0,3,1166,1199.998,1221.002,1255,1310.002,1399.002,1543.004
1166,92,1,0,0,1,0,1,0,3,1166,1201.144,1222.856,1258,1314.856,1406.856,1555.712
1191,61,1,0,1,1,0,0,0,3,1191,1214.302,1228.698,1252,1289.698,1350.6979999999999,1449.396
1191,75,1,0,1,1,0,1,0,4,1191,1219.65,1237.35,1266,1312.35,1387.35,1508.7
1192,79,1,0,1,1,0,1,0,4,1192,1222.178,1240.8220000000001,1271,1319.8220000000001,1398.8220000000001,1526.644
1192,89,1,0,0,1,1,0,0,3,1192,1225.998,1247.002,1281,1336.002,1425.002,1569.004
1195,34,1,0,1,1,0,0,0,3,1195,1207.988,1216.012,1229,1250.012,1284.012,1339.024
1195,86,1,0,0,1,0,1,1,4,1195,1227.852,1248.148,1281,1334.148,1420.148,1559.296
1195,92,1,0,1,1,1,0,0,4,1195,1230.144,1251.856,1287,1343.856,1435.856,1584.712
1197,86,1,0,0,1,1,0,1,4,1197,1229.852,1250.148,1283,1336.148,1422.148,1561.296
1203,84,1,0,1,1,0,0,1,4,1203,1235.088,1254.912,1287,1338.912,1422.912,1558.824
1203,96,1,0,0,1,0,1,1,4,1203,1239.672,1262.328,1299,1358.328,1454.328,1609.656
1216,50,1,0,0,1,0,1,1,4,1216,1235.1,1246.9,1266,1296.9,1346.9,1427.8
1224,75,1,0,0,1,0,1,0,3,1224,1252.65,1270.35,1299,1345.35,1420.35,1541.7
1224,92,1,0,1,1,0,0,0,3,1224,1259.144,1280.856,1316,1372.856,1464.856,1613.712
1227,84,1,0,0,1,0,1,0,3,1227,1259.088,1278.912,1311,1362.912,1446.912,1582.824
1227,89,1,0,0,1,1,0,1,4,1227,1260.998,1282.002,1316,1371.002,1460.002,1604.004
1229,54,1,0,0,1,1,0,1,4,1229,1249.628,1262.372,1283,1316.372,1370.372,1457.744
1229,88,1,0,1,1,1,0,0,4,1229,1262.616,1283.384,1317,1371.384,1459.384,1601.768
1237,34,1,0,1,1,1,0,0,4,1237,1249.988,1258.012,1271,1292.012,1326.012,1381.024
1237,99,1,0,0,1,1,0,0,3,1237,1274.818,1298.182,1336,1397.182,1496.182,1656.364
1241,75,1,0,1,1,1,0,1,5,1241,1269.65,1287.35,1316,1362.35,1437.35,1558.7
1252,35,1,0,0,1,0,1,0,3,1252,1265.37,1273.63,1287,1308.63,1343.63,1400.26
1252,54,1,0,0,1,0,1,0,3,1252,1272.628,1285.372,1306,1339.372,1393.372,1480.744
1252,65,1,0,1,1,0,0,0,3,1252,1276.83,1292.17,1317,1357.17,1422.17,1527.34
1255,81,1,0,0,1,0,1,0,3,1255,1285.942,1305.058,1336,1386.058,1467.058,1598.116
1255,88,1,0,0,1,1,0,0,3,1255,1288.616,1309.384,1343,1397.384,1485.384,1627.768
1255,89,1,0,0,1,1,0,1,4,1255,1288.998,1310.002,1344,1399.002,1488.002,1632.004
1258,86,1,0,1,1,1,0,0,4,1258,1290.852,1311.148,1344,1397.148,1483.148,1622.296
1266,50,1,0,0,1,1,1,1,5,1266,1285.1,1296.9,1316,1346.9,1396.9,1477.8
1266,81,1,0,1,1,1,1,0,5,1266,1296.942,1316.058,1347,1397.058,1478.058,1609.116
1266,96,1,0,1,1,1,0,0,4,1266,1302.672,1325.328,1362,1421.328,1517.328,1672.656
1271,45,1,0,1,1,1,1,1,6,1271,1288.19,1298.81,1316,1343.81,1388.81,1461.62
1271,65,1,0,1,1,0,1,1,5,1271,1295.83,1311.17,1336,1376.17,1441.17,1546.34
1271,88,1,0,1,1,0,0,1,4,1271,1304.616,1325.384,1359,1413.384,1501.384,1643.768
1281,81,1,0,0,1,0,1,0,3,1281,1311.942,1331.058,1362,1412.058,1493.058,1624.116
1283,92,1,0,0,1,0,1,0,3,1283,1318.144,1339.856,1375,1431.856,1523.856,1672.712
1287,92,1,0,1,1,0,0,1,4,1287,1322.144,1343.856,1379,1435.856,1527.856,1676.712
1292,79,1,0,0,1,1,0,0,3,1292,1322.178,1340.8220000000001,1371,1419.8220000000001,1498.8220000000001,1626.644
1299,88,1,0,0,1,1,0,0,3,1299,1332.616,1353.384,1387,1441.384,1529.384,1671.768
1301,35,1,0,0,1,0,1,0,3,1301,1314.37,1322.63,1336,1357.63,1392.63,1449.26
1301,86,1,0,0,1,0,1,1,4,1301,1333.852,1354.148,1387,1440.148,1526.148,1665.296
1311,88,1,0,0,1,0,1,0,3,1311,1344.616,1365.384,1399,1453.384,1541.384,1683.768
1317,54,1,0,0,1,0,1,1,4,1317,1337.628,1350.372,1371,1404.372,1458.372,1545.744
1336,35,1,0,0,1,1,1,0,4,1336,1349.37,1357.63,1371,1392.63,1427.63,1484.26
1336,88,1,0,0,1,1,0,0,3,1336,1369.616,1390.384,1424,1478.384,1566.384,1708.768
1343,81,1,0,1,1,1,0,0,4,1343,1373.942,1393.058,1424,1474.058,1555.058,1686.116
1344,45,1,0,0,1,0,1,0,3,1344,1361.19,1371.81,1389,1416.81,1461.81,1534.62
1347,50,1,0,0,1,1,1,1,5,1347,1366.1,1377.9,1397,1427.9,1477.9,1558.8
1347,81,1,0,1,1,1,1,0,5,1347,1377.942,1397.058,1428,1478.058,1559.058,1690.116
1352,55,1,0,0,1,1,0,0,3,1352,1373.01,1385.99,1407,1440.99,1495.99,1584.98
1352,89,1,0,1,1,0,0,0,3,1352,1385.998,1407.002,1441,1496.002,1585.002,1729.004
1359,61,1,0,1,1,1,1,0,5,1359,1382.302,1396.698,1420,1457.698,1518.6979999999999,1617.396
1359,65,1,0,1,1,0,0,0,3,1359,1383.83,1399.17,1424,1464.17,1529.17,1634.34
1362,88,1,0,0,1,0,1,0,3,1362,1395.616,1416.384,1450,1504.384,1592.384,1734.768
1371,79,1,0,1,1,0,0,0,3,1371,1401.178,1419.8220000000001,1450,1498.8220000000001,1577.8220000000001,1705.644
1371,96,1,0,0,1,1,0,0,3,1371,1407.672,1430.328,1467,1526.328,1622.328,1777.656
1375,45,1,0,1,1,0,1,0,4,1375,1392.19,1402.81,1420,1447.81,1492.81,1565.62
1375,75,1,0,1,1,0,0,0,3,1375,1403.65,1421.35,1450,1496.35,1571.35,1692.7
1375,79,1,0,1,1,0,1,0,4,1375,1405.178,1423.8220000000001,1454,1502.8220000000001,1581.8220000000001,1709.644
1375,92,1,0,0,1,1,0,0,3,1375,1410.144,1431.856,1467,1523.856,1615.856,1764.712
1379,45,1,0,1,1,0,0,0,3,1379,1396.19,1406.81,1424,1451.81,1496.81,1569.62
1379,79,1,0,1,1,0,0,0,3,1379,1409.178,1427.8220000000001,1458,1506.8220000000001,1585.8220000000001,1713.644
1379,88,1,0,0,1,1,0,0,3,1379,1412.616,1433.384,1467,1521.384,1609.384,1751.768
1387,54,1,0,1,1,1,0,0,4,1387,1407.628,1420.372,1441,1474.372,1528.372,1615.744
1389,65,1,0,0,1,0,1,0,3,1389,1413.83,1429.17,1454,1494.17,1559.17,1664.34
1393,35,1,0,0,1,1,0,1,4,1393,1406.37,1414.63,1428,1449.63,1484.63,1541.26
1393,65,1,0,0,1,1,0,0,3,1393,1417.83,1433.17,1458,1498.17,1563.17,1668.34
1393,89,1,0,0,1,1,1,0,4,1393,1426.998,1448.002,1482,1537.002,1626.002,1770.004
1393,96,1,0,0,1,0,1,0,3,1393,1429.672,1452.328,1489,1548.328,1644.328,1799.656
1397,50,1,0,1,1,1,0,0,4,1397,1416.1,1427.9,1447,1477.9,1527.9,1608.8
1397,92,1,0,1,1,1,0,1,5,1397,1432.144,1453.856,1489,1545.856,1637.856,1786.712
1399,88,1,0,0,1,1,1,0,4,1399,1432.616,1453.384,1487,1541.384,1629.384,1771.768
1399,99,1,0,0,1,1,0,0,3,1399,1436.818,1460.182,1498,1559.182,1658.182,1818.364
1403,75,1,0,0,1,1,1,0,4,1403,1431.65,1449.35,1478,1524.35,1599.35,1720.7
1403,79,1,0,0,1,0,1,1,4,1403,1433.178,1451.8220000000001,1482,1530.8220000000001,1609.8220000000001,1737.644
1407,86,1,0,0,1,1,1,1,5,1407,1439.852,1460.148,1493,1546.148,1632.148,1771.296
1420,34,1,0,1,1,0,0,0,3,1420,1432.988,1441.012,1454,1475.012,1509.012,1564.024
1421,84,1,0,0,1,0,1,0,3,1421,1453.088,1472.912,1505,1556.912,1640.912,1776.824
1421,89,1,0,0,1,0,1,1,4,1421,1454.998,1476.002,1510,1565.002,1654.002,1798.004
1424,50,1,0,0,1,1,0,0,3,1424,1443.1,1454.9,1474,1504.9,1554.9,1635.8
1424,81,1,0,1,1,0,0,0,3,1424,1454.942,1474.058,1505,1555.058,1636.058,1767.116
1424,86,1,0,0,1,0,1,0,3,1424,1456.852,1477.148,1510,1563.148,1649.148,1788.296
1428,96,1,0,1,1,0,0,0,3,1428,1464.672,1487.328,1524,1583.328,1679.328,1834.656
1447,79,1,0,0,1,0,1,0,3,1447,1477.178,1495.8220000000001,1526,1574.8220000000001,1653.8220000000001,1781.644
1454,65,1,0,0,1,1,0,0,3,1454,1478.83,1494.17,1519,1559.17,1624.17,1729.34
1458,61,1,0,0,1,0,1,0,3,1458,1481.302,1495.698,1519,1556.698,1617.6979999999999,1716.396
1458,79,1,0,0,1,0,1,0,3,1458,1488.178,1506.8220000000001,1537,1585.8220000000001,1664.8220000000001,1792.644
1458,96,1,0,0,1,1,0,0,3,1458,1494.672,1517.328,1554,1613.328,1709.328,1864.656
1462,92,1,0,1,1,0,0,0,3,1462,1497.144,1518.856,1554,1610.856,1702.856,1851.712
1467,54,1,0,0,1,1,1,0,4,1467,1487.628,1500.372,1521,1554.372,1608.372,1695.744
1467,92,1,0,1,1,0,0,0,3,1467,1502.144,1523.856,1559,1615.856,1707.856,1856.712
1474,45,1,0,0,1,0,1,1,4,1474,1491.19,1501.81,1519,1546.81,1591.81,1664.62
1482,55,1,0,0,1,0,1,1,4,1482,1503.01,1515.99,1537,1570.99,1625.99,1714.98
1482,79,1,0,0,1,1,1,1,5,1482,1512.178,1530.8220000000001,1561,1609.8220000000001,1688.8220000000001,1816.644
1487,50,1,0,0,1,0,1,0,3,1487,1506.1,1517.9,1537,1567.9,1617.9,1698.8
1487,86,1,0,1,1,1,0,0,4,1487,1519.852,1540.148,1573,1626.148,1712.148,1851.296
1489,35,1,0,0,1,1,0,1,4,1489,1502.37,1510.63,1524,1545.63,1580.63,1637.26
1493,61,1,0,0,1,1,0,0,3,1493,1516.302,1530.698,1554,1591.698,1652.6979999999999,1751.396
1493,89,1,0,0,1,1,0,1,4,1493,1526.998,1548.002,1582,1637.002,1726.002,1870.004
1493,99,1,0,1,1,0,0,0,3,1493,1530.818,1554.182,1592,1653.182,1752.182,1912.364
1505,35,1,0,0,1,0,1,0,3,1505,1518.37,1526.63,1540,1561.63,1596.63,1653.26
1505,99,1,0,0,1,1,0,1,4,1505,1542.818,1566.182,1604,1665.182,1764.182,1924.364
1510,89,1,0,0,1,1,0,0,3,1510,1543.998,1565.002,1599,1654.002,1743.002,1887.004
1519,35,1,0,1,1,0,0,1,4,1519,1532.37,1540.63,1554,1575.63,1610.63,1667.26
1521,61,1,0,1,1,0,0,0,3,1521,1544.302,1558.698,1582,1619.698,1680.6979999999999,1779.396
1521,89,1,0,0,1,1,0,0,3,1521,1554.998,1576.002,1610,1665.002,1754.002,1898.004
1521,92,1,0,0,1,0,1,0,3,1521,1556.144,1577.856,1613,1669.856,1761.856,1910.712
1524,75,1,0,0,1,0,1,0,3,1524,1552.65,1570.35,1599,1645.35,1720.35,1841.7
1524,84,1,0,0,1,0,1,1,4,1524,1556.088,1575.912,1608,1659.912,1743.912,1879.824
1526,35,1,0,0,1,0,1,0,3,1526,1539.37,1547.63,1561,1582.63,1617.63,1674.26
1537,50,1,0,0,1,1,0,0,3,1537,1556.1,1567.9,1587,1617.9,1667.9,1748.8
1537,55,1,0,0,1,1,0,0,3,1537,1558.01,1570.99,1592,1625.99,1680.99,1769.98
1537,81,1,0,1,1,0,0,1,4,1537,1567.942,1587.058,1618,1668.058,1749.058,1880.116
1537,89,1,0,1,1,0,0,0,3,1537,1570.998,1592.002,1626,1681.002,1770.002,1914.004
1540,92,1,0,1,1,1,0,0,4,1540,1575.144,1596.856,1632,1688.856,1780.856,1929.712
1541,88,1,0,0,1,0,1,0,3,1541,1574.616,1595.384,1629,1683.384,1771.384,1913.768
1546,86,1,0,1,1,0,1,0,4,1546,1578.852,1599.148,1632,1685.148,1771.148,1910.296
1554,45,1,0,1,1,0,0,0,3,1554,1571.19,1581.81,1599,1626.81,1671.81,1744.62
1554,54,1,0,1,1,1,0,0,4,1554,1574.628,1587.372,1608,1641.372,1695.372,1782.744
1559,45,1,0,1,1,1,1,0,5,1559,1576.19,1586.81,1604,1631.81,1676.81,1749.62
1559,54,1,0,1,1,0,0,0,3,1559,1579.628,1592.372,1613,1646.372,1700.372,1787.744
1559,88,1,0,1,1,1,0,0,4,1559,1592.616,1613.384,1647,1701.384,1789.384,1931.768
1561,86,1,0,0,1,0,1,0,3,1561,1593.852,1614.148,1647,1700.148,1786.148,1925.296
1561,88,1,0,0,1,0,1,0,3,1561,1594.616,1615.384,1649,1703.384,1791.384,1933.768
1573,35,1,0,0,1,0,1,0,3,1573,1586.37,1594.63,1608,1629.63,1664.63,1721.26
1582,50,1,0,1,1,0,1,0,4,1582,1601.1,1612.9,1632,1662.9,1712.9,1793.8
1582,55,1,0,0,1,1,0,1,4,1582,1603.01,1615.99,1637,1670.99,1725.99,1814.98
1582,89,1,0,1,1,0,1,0,4,1582,1615.998,1637.002,1671,1726.002,1815.002,1959.004
1587,50,1,0,1,1,0,0,0,3,1587,1606.1,1617.9,1637,1667.9,1717.9,1798.8
1587,84,1,0,0,1,1,0,1,4,1587,1619.088,1638.912,1671,1722.912,1806.912,1942.824
1592,34,1,0,1,1,1,0,1,5,1592,1604.988,1613.012,1626,1647.012,1681.012,1736.024
1592,45,1,0,0,1,1,0,0,3,1592,1609.19,1619.81,1637,1664.81,1709.81,1782.62
1592,75,1,0,0,1,1,0,0,3,1592,1620.65,1638.35,1667,1713.35,1788.35,1909.7
1592,79,1,0,1,1,1,0,0,4,1592,1622.178,1640.8220000000001,1671,1719.8220000000001,1798.8220000000001,1926.644
1604,45,1,0,1,1,1,0,0,4,1604,1621.19,1631.81,1649,1676.81,1721.81,1794.62
1610,34,1,0,0,1,1,0,0,3,1610,1622.988,1631.012,1644,1665.012,1699.012,1754.024
1610,55,1,0,1,1,0,0,0,3,1610,1631.01,1643.99,1665,1698.99,1753.99,1842.98
1610,79,1,0,0,1,1,1,0,4,1610,1640.178,1658.8220000000001,1689,1737.8220000000001,1816.8220000000001,1944.644
1610,92,1,0,1,1,0,0,0,3,1610,1645.144,1666.856,1702,1758.856,1850.856,1999.712
1618,89,1,0,0,1,1,0,0,3,1618,1651.998,1673.002,1707,1762.002,1851.002,1995.004
1626,45,1,0,1,1,0,1,1,5,1626,1643.19,1653.81,1671,1698.81,1743.81,1816.62
1632,35,1,0,1,1,1,0,0,4,1632,1645.37,1653.63,1667,1688.63,1723.63,1780.26
1632,81,1,0,0,1,1,0,0,3,1632,1662.942,1682.058,1713,1763.058,1844.058,1975.116
1637,65,1,0,1,1,0,0,0,3,1637,1661.83,1677.17,1702,1742.17,1807.17,1912.34
1641,86,1,0,0,1,0,1,0,3,1641,1673.852,1694.148,1727,1780.148,1866.148,2005.296
1644,45,1,0,0,1,0,1,0,3,1644,1661.19,1671.81,1689,1716.81,1761.81,1834.62
1644,88,1,0,0,1,1,0,1,4,1644,1677.616,1698.384,1732,1786.384,1874.384,2016.768
1644,92,1,0,1,1,0,0,1,4,1644,1679.144,1700.856,1736,1792.856,1884.856,2033.712
1647,55,1,0,0,1,1,1,1,5,1647,1668.01,1680.99,1702,1735.99,1790.99,1879.98
1647,89,1,0,1,1,1,1,0,5,1647,1680.998,1702.002,1736,1791.002,1880.002,2024.004
1649,89,1,0,0,1,0,1,0,3,1649,1682.998,1704.002,1738,1793.002,1882.002,2026.004
1665,55,1,0,0,1,0,1,0,3,1665,1686.01,1698.99,1720,1753.99,1808.99,1897.98
1667,34,1,0,0,1,0,1,1,4,1667,1679.988,1688.012,1701,1722.012,1756.012,1811.024
1667,35,1,0,1,1,0,0,1,4,1667,1680.37,1688.63,1702,1723.63,1758.63,1815.26
1667,65,1,0,1,1,0,0,0,3,1667,1691.83,1707.17,1732,1772.17,1837.17,1942.34
1671,65,1,0,0,1,0,1,0,3,1671,1695.83,1711.17,1736,1776.17,1841.17,1946.34
1677,61,1,0,1,1,0,0,0,3,1677,1700.302,1714.698,1738,1775.698,1836.6979999999999,1935.396
1689,55,1,0,1,1,0,1,0,4,1689,1710.01,1722.99,1744,1777.99,1832.99,1921.98
1701,35,1,0,1,1,0,0,0,3,1701,1714.37,1722.63,1736,1757.63,1792.63,1849.26
1707,79,1,0,1,1,0,0,0,3,1707,1737.178,1755.8220000000001,1786,1834.8220000000001,1913.8220000000001,2041.644
1715,96,1,0,0,1,1,0,0,3,1715,1751.672,1774.328,1811,1870.328,1966.328,2121.656
1723,75,1,0,0,1,0,1,0,3,1723,1751.65,1769.35,1798,1844.35,1919.35,2040.7
1727,96,1,0,1,1,1,0,1,5,1727,1763.672,1786.328,1823,1882.328,1978.328,2133.656
1736,50,1,0,0,1,1,0,0,3,1736,1755.1,1766.9,1786,1816.9,1866.9,1947.8
1736,55,1,0,0,1,0,1,1,4,1736,1757.01,1769.99,1791,1824.99,1879.99,1968.98
1736,79,1,0,0,1,0,1,0,3,1736,1766.178,1784.8220000000001,1815,1863.8220000000001,1942.8220000000001,2070.6440000000002
1736,81,1,0,1,1,0,0,1,4,1736,1766.942,1786.058,1817,1867.058,1948.058,2079.116
1738,79,1,0,1,1,1,0,0,4,1738,1768.178,1786.8220000000001,1817,1865.8220000000001,1944.8220000000001,2072.6440000000002
1738,89,1,0,0,1,1,0,0,3,1738,1771.998,1793.002,1827,1882.002,1971.002,2115.004
1744,79,1,0,0,1,0,1,1,4,1744,1774.178,1792.8220000000001,1823,1871.8220000000001,1950.8220000000001,2078.6440000000002
1744,89,1,0,0,1,0,1,0,3,1744,1777.998,1799.002,1833,1888.002,1977.002,2121.004
1756,55,1,0,0,1,0,1,0,3,1756,1777.01,1789.99,1811,1844.99,1899.99,1988.98
1762,79,1,0,1,1,0,1,0,4,1762,1792.178,1810.8220000000001,1841,1889.8220000000001,1968.8220000000001,2096.6440000000002
1763,84,1,0,1,1,0,0,0,3,1763,1795.088,1814.912,1847,1898.912,1982.912,2118.824
1786,55,1,0,0,1,1,0,0,3,1786,1807.01,1819.99,1841,1874.99,1929.99,2018.98
1786,89,1,0,1,1,0,0,0,3,1786,1819.998,1841.002,1875,1930.002,2019.002,2163.004
1787,54,1,0,0,1,0,1,0,3,1787,1807.628,1820.372,1841,1874.372,1928.372,2015.744
1787,88,1,0,1,1,0,1,0,4,1787,1820.616,1841.384,1875,1929.384,2017.384,2159.768
1791,79,1,0,0,1,1,0,0,3,1791,1821.178,1839.8220000000001,1870,1918.8220000000001,1997.8220000000001,2125.6440000000002
1802,45,1,0,0,1,1,0,0,3,1802,1819.19,1829.81,1847,1874.81,1919.81,1992.62
1809,61,1,0,1,1,1,1,1,6,1809,1832.302,1846.698,1870,1907.698,1968.6979999999999,2067.3959999999997
1809,88,1,0,0,1,1,1,1,5,1809,1842.616,1863.384,1897,1951.384,2039.384,2181.768
1811,55,1,0,0,1,1,0,0,3,1811,1832.01,1844.99,1866,1899.99,1954.99,2043.98
1811,89,1,0,1,1,0,0,0,3,1811,1844.998,1866.002,1900,1955.002,2044.002,2188.004
1811,92,1,0,0,1,1,0,1,4,1811,1846.144,1867.856,1903,1959.856,2051.8559999999998,2200.712
1815,45,1,0,0,1,0,1,0,3,1815,1832.19,1842.81,1860,1887.81,1932.81,2005.62
1817,86,1,0,1,1,0,0,0,3,1817,1849.852,1870.148,1903,1956.148,2042.148,2181.296
1827,81,1,0,0,1,0,1,1,4,1827,1857.942,1877.058,1908,1958.058,2039.058,2170.116
1827,92,1,0,0,1,1,0,1,4,1827,1862.144,1883.856,1919,1975.856,2067.8559999999998,2216.712
1833,75,1,0,0,1,1,0,0,3,1833,1861.65,1879.35,1908,1954.35,2029.35,2150.7
1841,92,1,0,0,1,1,0,0,3,1841,1876.144,1897.856,1933,1989.856,2081.8559999999998,2230.712
1847,81,1,0,1,1,0,0,0,3,1847,1877.942,1897.058,1928,1978.058,2059.058,2190.116
1847,96,1,0,0,1,1,0,0,3,1847,1883.672,1906.328,1943,2002.328,2098.328,2253.656
1870,54,1,0,1,1,0,1,1,5,1870,1890.628,1903.372,1924,1957.372,2011.372,2098.744
1875,79,1,0,1,1,0,0,0,3,1875,1905.178,1923.8220000000001,1954,2002.8220000000001,2081.822,2209.6440000000002
1875,88,1,0,0,1,1,0,0,3,1875,1908.616,1929.384,1963,2017.384,2105.384,2247.768
1882,81,1,0,0,1,1,0,0,3,1882,1912.942,1932.058,1963,2013.058,2094.058,2225.116
1897,54,1,0,0,1,1,0,0,3,1897,1917.628,1930.372,1951,1984.372,2038.372,2125.744
1897,79,1,0,0,1,1,1,0,4,1897,1927.178,1945.8220000000001,1976,2024.8220000000001,2103.822,2231.6440000000002
1900,54,1,0,1,1,0,0,0,3,1900,1920.628,1933.372,1954,1987.372,2041.372,2128.744
1903,35,1,0,0,1,1,0,0,3,1903,1916.37,1924.63,1938,1959.63,1994.63,2051.26
1903,81,1,0,0,1,1,0,0,3,1903,1933.942,1953.058,1984,2034.058,2115.058,2246.116
1903,96,1,0,0,1,1,0,0,3,1903,1939.672,1962.328,1999,2058.328,2154.328,2309.656
1908,61,1,0,0,1,1,0,1,4,1908,1931.302,1945.698,1969,2006.698,2067.698,2166.3959999999997
1908,99,1,0,1,1,0,0,0,3,1908,1945.818,1969.182,2007,2068.182,2167.182,2327.364
1919,35,1,0,0,1,1,1,1,5,1919,1932.37,1940.63,1954,1975.63,2010.63,2067.26
1928,79,1,0,1,1,0,0,0,3,1928,1958.178,1976.8220000000001,2007,2055.822,2134.822,2262.6440000000002
1933,92,1,0,1,1,0,0,1,4,1933,1968.144,1989.856,2025,2081.856,2173.8559999999998,2322.712
1938,61,1,0,1,1,0,0,0,3,1938,1961.302,1975.698,1999,2036.698,2097.698,2196.3959999999997
1938,75,1,0,1,1,0,1,0,4,1938,1966.65,1984.35,2013,2059.35,2134.35,2255.7
1938,79,1,0,0,1,0,1,0,3,1938,1968.178,1986.8220000000001,2017,2065.822,2144.822,2272.6440000000002
1938,96,1,0,0,1,0,1,0,3,1938,1974.672,1997.328,2034,2093.328,2189.328,2344.656
1943,96,1,0,1,1,0,0,0,3,1943,1979.672,2002.328,2039,2098.328,2194.328,2349.656
1954,96,1,0,1,1,1,0,0,4,1954,1990.672,2013.328,2050,2109.328,2205.328,2360.656
1969,65,1,0,0,1,0,1,0,3,1969,1993.83,2009.17,2034,2074.17,2139.17,2244.34
1977,81,1,0,0,1,0,1,0,3,1977,2007.942,2027.058,2058,2108.058,2189.058,2320.116
1990,89,1,0,0,1,1,0,1,4,1990,2023.998,2045.002,2079,2134.002,2223.002,2367.004
1999,35,1,0,1,1,0,0,0,3,1999,2012.37,2020.63,2034,2055.63,2090.63,2147.26
1999,55,1,0,0,1,1,0,0,3,1999,2020.01,2032.99,2054,2087.99,2142.99,2231.98
1999,89,1,0,1,1,0,0,0,3,1999,2032.998,2054.002,2088,2143.002,2232.002,2376.004
2011,65,1,0,0,1,1,0,0,3,2011,2035.83,2051.17,2076,2116.17,2181.17,2286.34
2013,75,1,0,0,1,1,0,0,3,2013,2041.65,2059.35,2088,2134.35,2209.35,2330.7
2017,50,1,0,0,1,0,1,1,4,2017,2036.1,2047.9,2067,2097.9,2147.9,2228.8
2017,79,1,0,0,1,1,1,0,4,2017,2047.178,2065.822,2096,2144.822,2223.822,2351.6440000000002
2017,92,1,0,0,1,1,0,0,3,2017,2052.144,2073.856,2109,2165.856,2257.8559999999998,2406.712
2021,55,1,0,0,1,1,0,0,3,2021,2042.01,2054.99,2076,2109.99,2164.99,2253.98
2021,89,1,0,1,1,0,0,0,3,2021,2054.998,2076.002,2110,2165.002,2254.002,2398.004
2025,54,1,0,1,1,0,1,0,4,2025,2045.628,2058.372,2079,2112.372,2166.372,2253.744
2025,84,1,0,0,1,0,1,0,3,2025,2057.088,2076.912,2109,2160.912,2244.912,2380.824
2031,45,1,0,0,1,1,0,0,3,2031,2048.19,2058.81,2076,2103.81,2148.81,2221.62
2031,65,1,0,0,1,0,1,0,3,2031,2055.83,2071.17,2096,2136.17,2201.17,2306.34
2031,79,1,0,0,1,1,0,0,3,2031,2061.178,2079.822,2110,2158.822,2237.822,2365.6440000000002
2031,92,1,0,1,1,0,0,0,3,2031,2066.144,2087.856,2123,2179.856,2271.8559999999998,2420.712
2034,54,1,0,1,1,0,1,0,4,2034,2054.628,2067.372,2088,2121.372,2175.372,2262.744
2034,65,1,0,0,1,1,0,0,3,2034,2058.83,2074.17,2099,2139.17,2204.17,2309.34
2039,65,1,0,1,1,0,0,0,3,2039,2063.83,2079.17,2104,2144.17,2209.17,2314.34
2039,84,1,0,0,1,1,0,0,3,2039,2071.088,2090.912,2123,2174.912,2258.912,2394.824
2054,55,1,0,1,1,0,0,0,3,2054,2075.01,2087.99,2109,2142.99,2197.99,2286.98
2058,81,1,0,0,1,1,0,0,3,2058,2088.942,2108.058,2139,2189.058,2270.058,2401.116
2067,81,1,0,0,1,0,1,0,3,2067,2097.942,2117.058,2148,2198.058,2279.058,2410.116
2067,92,1,0,1,1,0,1,0,4,2067,2102.144,2123.856,2159,2215.856,2307.8559999999998,2456.712
2088,35,1,0,1,1,1,0,0,4,2088,2101.37,2109.63,2123,2144.63,2179.63,2236.26
