Time (EET),Open,High,Low,Close,Volume 
2024.01.02 00:00:00,1.27184,1.27299,1.27155,1.27259,1090.81
2024.01.02 01:00:00,1.2726,1.27347,1.27258,1.27274,2187.67
2024.01.02 02:00:00,1.27275,1.27294,1.27212,1.2725,2322.03
2024.01.02 03:00:00,1.2725,1.27331,1.27199,1.27202,5821.9
2024.01.02 04:00:00,1.27204,1.27252,1.27097,1.27104,4554.87
2024.01.02 05:00:00,1.27104,1.27194,1.27095,1.27181,2820.16
2024.01.02 06:00:00,1.2718,1.27188,1.27107,1.27139,1955.69
2024.01.02 07:00:00,1.27139,1.27409,1.27139,1.27367,3129.63
2024.01.02 08:00:00,1.27368,1.27369,1.27287,1.27307,4301.56
2024.01.02 09:00:00,1.27309,1.27438,1.27264,1.2732,7343.77
2024.01.02 10:00:00,1.27324,1.27596,1.27292,1.27494,7495.39
2024.01.02 11:00:00,1.27493,1.27559,1.27168,1.27171,5335.36
2024.01.02 12:00:00,1.27169,1.27184,1.2692,1.26948,7303.63
2024.01.02 13:00:00,1.26947,1.26947,1.26538,1.26621,7748.47
2024.01.02 14:00:00,1.26623,1.26626,1.26392,1.26433,5474.65
2024.01.02 15:00:00,1.26434,1.26481,1.26211,1.26294,6628.24
2024.01.02 16:00:00,1.26292,1.26443,1.26197,1.26279,11120.55
2024.01.02 17:00:00,1.2628,1.2637,1.26147,1.26248,12927.95
2024.01.02 18:00:00,1.26249,1.26349,1.26105,1.26294,11331.98
2024.01.02 19:00:00,1.26295,1.26365,1.26216,1.26327,7595.72
2024.01.02 20:00:00,1.26327,1.26346,1.26234,1.26254,4523.4
2024.01.02 21:00:00,1.26256,1.26263,1.26194,1.26197,4196.85
2024.01.02 22:00:00,1.26196,1.26263,1.26156,1.26175,3213.02
2024.01.02 23:00:00,1.26175,1.26216,1.26149,1.26149,1890.89
2024.01.03 00:00:00,1.26149,1.26226,1.26139,1.26179,3175.78
2024.01.03 01:00:00,1.26186,1.26239,1.26182,1.2622,1264.6
2024.01.03 02:00:00,1.26221,1.26317,1.26196,1.26308,2472.42
2024.01.03 03:00:00,1.26307,1.26333,1.26249,1.26286,4520.79
2024.01.03 04:00:00,1.26285,1.26311,1.26261,1.26287,3485.97
2024.01.03 05:00:00,1.26286,1.26406,1.26285,1.26402,4963.42
2024.01.03 06:00:00,1.26402,1.26413,1.26376,1.26409,3346.21
2024.01.03 07:00:00,1.26409,1.26411,1.26296,1.26303,5235.95
2024.01.03 08:00:00,1.26303,1.2646,1.26301,1.26432,3059.82
2024.01.03 09:00:00,1.26433,1.26465,1.2624,1.2643,5392.24
2024.01.03 10:00:00,1.26431,1.26522,1.26353,1.26414,6143.64
2024.01.03 11:00:00,1.26413,1.26466,1.2625,1.26277,5206.27
2024.01.03 12:00:00,1.26275,1.26312,1.26198,1.2626,4345.08
2024.01.03 13:00:00,1.26263,1.26313,1.26184,1.26265,4815.4
2024.01.03 14:00:00,1.26264,1.26417,1.26198,1.26243,5141.83
2024.01.03 15:00:00,1.26241,1.26429,1.26179,1.26293,9173.9
2024.01.03 16:00:00,1.26293,1.26413,1.26175,1.26321,9649.49
2024.01.03 17:00:00,1.26315,1.26562,1.26156,1.26276,16910.42
2024.01.03 18:00:00,1.26276,1.26503,1.26268,1.26404,9939.79
2024.01.03 19:00:00,1.26404,1.26471,1.26367,1.26447,8029.45
2024.01.03 20:00:00,1.26445,1.26542,1.26404,1.26476,5582.63
2024.01.03 21:00:00,1.26478,1.26761,1.26303,1.26633,15844.69
2024.01.03 22:00:00,1.26639,1.26665,1.2654,1.26637,9393.02
2024.01.03 23:00:00,1.26636,1.26681,1.26614,1.26635,3412.29
2024.01.04 00:00:00,1.26629,1.26684,1.26585,1.26647,2259.45
2024.01.04 01:00:00,1.26645,1.26735,1.26639,1.26727,1510.14
2024.01.04 02:00:00,1.26727,1.26729,1.26657,1.26687,5165.62
2024.01.04 03:00:00,1.26686,1.26698,1.26596,1.26617,7477.81
2024.01.04 04:00:00,1.26617,1.26636,1.26565,1.26593,4546.13
2024.01.04 05:00:00,1.26592,1.26731,1.26585,1.2673,4098.61
2024.01.04 06:00:00,1.26729,1.26758,1.26695,1.26698,3541.08
2024.01.04 07:00:00,1.267,1.26715,1.26632,1.2665,9053.55
2024.01.04 08:00:00,1.26649,1.26789,1.26648,1.26789,4909.84
2024.01.04 09:00:00,1.26787,1.26935,1.26774,1.26926,5269.22
2024.01.04 10:00:00,1.26929,1.2708,1.26814,1.27011,7463.38
2024.01.04 11:00:00,1.27011,1.27242,1.26889,1.27199,6160.62
2024.01.04 12:00:00,1.27202,1.27296,1.27038,1.27069,5244.17
2024.01.04 13:00:00,1.27067,1.27073,1.2686,1.26898,3544.1
2024.01.04 14:00:00,1.26897,1.26953,1.26857,1.26922,4314.31
2024.01.04 15:00:00,1.2692,1.2696,1.26701,1.26728,10090.65
2024.01.04 16:00:00,1.26729,1.26848,1.26642,1.26784,9182.85
2024.01.04 17:00:00,1.26782,1.27105,1.26781,1.26987,9646.29
2024.01.04 18:00:00,1.26986,1.27038,1.26885,1.26893,7483.84
2024.01.04 19:00:00,1.26893,1.26953,1.26724,1.26832,3984.36
2024.01.04 20:00:00,1.26831,1.26861,1.26775,1.26816,3518.01
2024.01.04 21:00:00,1.26818,1.26855,1.26736,1.26826,3003.9
2024.01.04 22:00:00,1.26827,1.26851,1.26768,1.26839,3307.02
2024.01.04 23:00:00,1.26842,1.26871,1.26793,1.26808,1851.3
2024.01.05 00:00:00,1.26808,1.26882,1.26746,1.26846,2709.91
2024.01.05 01:00:00,1.2684,1.26856,1.26798,1.26807,1134.51
2024.01.05 02:00:00,1.26807,1.2692,1.26794,1.26905,2996.29
2024.01.05 03:00:00,1.26905,1.26951,1.26876,1.26934,4790.76
2024.01.05 04:00:00,1.26934,1.26962,1.26853,1.26862,3267.07
2024.01.05 05:00:00,1.26864,1.26877,1.26788,1.2681,3070.38
2024.01.05 06:00:00,1.26809,1.2686,1.2678,1.26785,4270.32
2024.01.05 07:00:00,1.26784,1.26799,1.26735,1.26738,7614.25
2024.01.05 08:00:00,1.26741,1.26752,1.26646,1.26696,6665.74
2024.01.05 09:00:00,1.26698,1.26823,1.2669,1.26783,4430.39
2024.01.05 10:00:00,1.26783,1.26887,1.26608,1.26618,5119.32
2024.01.05 11:00:00,1.26615,1.26707,1.26568,1.26596,4572.31
2024.01.05 12:00:00,1.26594,1.26611,1.26511,1.2656,3576.41
2024.01.05 13:00:00,1.26558,1.26618,1.265,1.2653,3180.9
2024.01.05 14:00:00,1.26532,1.26691,1.26516,1.26616,3657.33
2024.01.05 15:00:00,1.26621,1.2671,1.26106,1.26571,25363.45
2024.01.05 16:00:00,1.26574,1.27057,1.26546,1.27006,19807.14
2024.01.05 17:00:00,1.27018,1.27707,1.26993,1.27515,21932.66
2024.01.05 18:00:00,1.27516,1.27551,1.27317,1.27377,8747.4
2024.01.05 19:00:00,1.27377,1.27378,1.27158,1.27232,6881.85
2024.01.05 20:00:00,1.27232,1.27347,1.271,1.2732,4537.41
2024.01.05 21:00:00,1.27322,1.27392,1.27185,1.27228,7341.62
2024.01.05 22:00:00,1.27227,1.27236,1.27156,1.27198,3272.56
2024.01.05 23:00:00,1.27196,1.27196,1.27155,1.27173,3901.68
2024.01.08 00:00:00,1.27018,1.27175,1.27018,1.2714,798.38
2024.01.08 01:00:00,1.27137,1.27192,1.27083,1.27169,2139.66
2024.01.08 02:00:00,1.27169,1.27238,1.27124,1.27226,2404.84
2024.01.08 03:00:00,1.27226,1.27296,1.27196,1.27209,3336.21
2024.01.08 04:00:00,1.27208,1.27208,1.27098,1.27109,2446.05
