Time (EET),Open,High,Low,Close,Volume 
2022.08.19 00:00:00,0.95642,0.95658,0.95551,0.95613,1148.85
2022.08.19 01:00:00,0.95613,0.95676,0.95613,0.9567,4585.08
2022.08.19 02:00:00,0.95669,0.95682,0.95638,0.95666,2926.94
2022.08.19 03:00:00,0.95666,0.95816,0.95664,0.95767,6496.96
2022.08.19 04:00:00,0.95767,0.95851,0.95732,0.95789,5839.19
2022.08.19 05:00:00,0.95789,0.95794,0.95703,0.95747,4152.71
2022.08.19 06:00:00,0.95746,0.95889,0.95746,0.95876,3129.89
2022.08.19 07:00:00,0.95875,0.95921,0.9585,0.95885,2986.62
2022.08.19 08:00:00,0.95888,0.95908,0.95828,0.95847,4084.58
2022.08.19 09:00:00,0.9585,0.95914,0.95664,0.95826,12160.45
2022.08.19 10:00:00,0.95826,0.95887,0.95661,0.95665,12406.82
2022.08.19 11:00:00,0.95665,0.95829,0.95662,0.95711,10809.5
2022.08.19 12:00:00,0.95708,0.95743,0.95526,0.95576,7257.2
2022.08.19 13:00:00,0.95575,0.95695,0.95575,0.95665,8664.6
2022.08.19 14:00:00,0.95664,0.9574,0.95599,0.95671,9704.36
2022.08.19 15:00:00,0.95673,0.95731,0.95594,0.95614,12115.75
2022.08.19 16:00:00,0.95614,0.95819,0.95582,0.95802,14763.08
2022.08.19 17:00:00,0.95802,0.9595,0.95787,0.95904,12665.34
2022.08.19 18:00:00,0.95907,0.95971,0.95846,0.95906,8462
2022.08.19 19:00:00,0.95905,0.95976,0.95859,0.95928,5307.6
2022.08.19 20:00:00,0.95928,0.95931,0.95817,0.95835,5144.35
2022.08.19 21:00:00,0.95837,0.95928,0.95827,0.95918,5118.94
2022.08.19 22:00:00,0.95917,0.95917,0.95847,0.9585,4134.92
2022.08.19 23:00:00,0.95853,0.95924,0.95838,0.95864,2882.02
2022.08.22 00:00:00,0.95717,0.95836,0.95708,0.95836,76.37
2022.08.22 01:00:00,0.95836,0.95883,0.95793,0.95878,3381.12
2022.08.22 02:00:00,0.95878,0.95899,0.95844,0.95873,5466.26
2022.08.22 03:00:00,0.95873,0.95983,0.95857,0.9597,5843.81
2022.08.22 04:00:00,0.95972,0.95978,0.95904,0.95934,5138.93
2022.08.22 05:00:00,0.95932,0.95971,0.95851,0.95854,3801.4
2022.08.22 06:00:00,0.95854,0.95903,0.95837,0.95874,3895.81
2022.08.22 07:00:00,0.95875,0.95917,0.95855,0.95892,2383.29
2022.08.22 08:00:00,0.95893,0.95946,0.95863,0.95946,4302.75
2022.08.22 09:00:00,0.95945,0.96035,0.95924,0.95991,9291.38
2022.08.22 10:00:00,0.9599,0.96011,0.95846,0.95965,10849.39
2022.08.22 11:00:00,0.95964,0.96048,0.95796,0.95909,13370.12
2022.08.22 12:00:00,0.9591,0.96014,0.95856,0.95857,10984.72
2022.08.22 13:00:00,0.9586,0.95933,0.95826,0.95881,9414.85
2022.08.22 14:00:00,0.9588,0.95886,0.95734,0.95752,8097.98
2022.08.22 15:00:00,0.95752,0.95882,0.95746,0.95826,10755.13
2022.08.22 16:00:00,0.95826,0.96036,0.9582,0.96035,13175.92
2022.08.22 17:00:00,0.96034,0.96343,0.95973,0.96332,16902.15
2022.08.22 18:00:00,0.96331,0.96585,0.96282,0.96533,13824.85
2022.08.22 19:00:00,0.96532,0.96548,0.9634,0.96429,8115.04
2022.08.22 20:00:00,0.96429,0.96483,0.96403,0.96477,6053.99
2022.08.22 21:00:00,0.96475,0.96498,0.96428,0.96485,4530.73
2022.08.22 22:00:00,0.96485,0.96488,0.96403,0.96404,4011.85
2022.08.22 23:00:00,0.96403,0.96465,0.96383,0.96383,1953.3
2022.08.23 00:00:00,0.9637,0.96391,0.96222,0.96375,263.42
2022.08.23 01:00:00,0.96375,0.9641,0.96366,0.96388,4594.72
2022.08.23 02:00:00,0.96389,0.96455,0.96386,0.9644,2864.37
2022.08.23 03:00:00,0.96439,0.96538,0.96351,0.96403,8121.93
2022.08.23 04:00:00,0.96403,0.96414,0.96349,0.96364,5497.48
2022.08.23 05:00:00,0.96364,0.96413,0.96348,0.96355,3270.69
2022.08.23 06:00:00,0.96358,0.96396,0.96347,0.9638,3520.31
2022.08.23 07:00:00,0.96384,0.9643,0.96361,0.96428,3784.51
2022.08.23 08:00:00,0.96429,0.9651,0.96402,0.9646,5187.37
2022.08.23 09:00:00,0.9646,0.96538,0.96409,0.96497,9899.94
2022.08.23 10:00:00,0.96497,0.96557,0.9637,0.96511,16098.06
2022.08.23 11:00:00,0.96513,0.96674,0.96484,0.96639,13189.92
2022.08.23 12:00:00,0.9664,0.96683,0.9657,0.96596,9746.27
2022.08.23 13:00:00,0.96596,0.96765,0.96574,0.96665,10146.59
2022.08.23 14:00:00,0.96665,0.9672,0.96576,0.96685,7931.18
2022.08.23 15:00:00,0.96686,0.96919,0.96667,0.96904,13786.83
2022.08.23 16:00:00,0.96905,0.96917,0.96292,0.96294,21003.98
2022.08.23 17:00:00,0.96294,0.96379,0.96027,0.96236,26097.1
2022.08.23 18:00:00,0.96237,0.96353,0.96097,0.96332,13116.04
2022.08.23 19:00:00,0.96332,0.96391,0.96288,0.96299,8311.51
2022.08.23 20:00:00,0.96299,0.96444,0.96293,0.96441,7667.61
2022.08.23 21:00:00,0.96439,0.96477,0.9636,0.96475,7477.22
2022.08.23 22:00:00,0.96476,0.9649,0.96396,0.96397,6619.32
2022.08.23 23:00:00,0.96396,0.96427,0.96379,0.96395,2786.1
2022.08.24 00:00:00,0.96395,0.96415,0.96311,0.96413,293.89
2022.08.24 01:00:00,0.96412,0.96412,0.9637,0.96372,1852.05
2022.08.24 02:00:00,0.96373,0.96472,0.96372,0.96443,4236.42
2022.08.24 03:00:00,0.96441,0.96554,0.96402,0.96541,6217.16
2022.08.24 04:00:00,0.9654,0.96593,0.96505,0.96545,6192.85
2022.08.24 05:00:00,0.96544,0.9658,0.96498,0.96578,4321.26
2022.08.24 06:00:00,0.96578,0.96582,0.96524,0.96548,3004.1
2022.08.24 07:00:00,0.96549,0.96563,0.9645,0.96464,4142.86
2022.08.24 08:00:00,0.96467,0.96545,0.96423,0.96545,4684.26
2022.08.24 09:00:00,0.96546,0.96625,0.96476,0.96489,7227.26
2022.08.24 10:00:00,0.96488,0.96568,0.9627,0.96279,11562.86
2022.08.24 11:00:00,0.96279,0.96339,0.96208,0.96208,10290.75
2022.08.24 12:00:00,0.96208,0.96217,0.96071,0.96141,11215.92
2022.08.24 13:00:00,0.96143,0.96412,0.96143,0.96384,9689.34
2022.08.24 14:00:00,0.96384,0.96454,0.96305,0.96405,11914.77
2022.08.24 15:00:00,0.96405,0.9672,0.96317,0.96626,18785.62
2022.08.24 16:00:00,0.96627,0.96826,0.96606,0.96807,15061.62
2022.08.24 17:00:00,0.96807,0.96872,0.96539,0.96554,21517.33
2022.08.24 18:00:00,0.96553,0.96642,0.9645,0.96637,14074.67
2022.08.24 19:00:00,0.96637,0.96776,0.96572,0.96682,7761.46
2022.08.24 20:00:00,0.96684,0.96704,0.96595,0.96633,5311.25
2022.08.24 21:00:00,0.96631,0.96711,0.96602,0.96704,4480.45
2022.08.24 22:00:00,0.96702,0.96723,0.96608,0.96636,4884.83
2022.08.24 23:00:00,0.96636,0.96703,0.96627,0.9664,1971.86
2022.08.25 00:00:00,0.9664,0.96657,0.96573,0.96605,599.01
2022.08.25 01:00:00,0.96642,0.96649,0.96611,0.9664,2675.09
2022.08.25 02:00:00,0.9664,0.96676,0.96616,0.96649,3376.31
2022.08.25 03:00:00,0.96648,0.96704,0.96532,0.96586,6281.15
2022.08.25 04:00:00,0.96588,0.96613,0.96488,0.96523,6110.53
2022.08.25 05:00:00,0.96524,0.96542,0.96394,0.96461,5642.02
2022.08.25 06:00:00,0.96462,0.96476,0.96403,0.96418,4918.76
2022.08.25 07:00:00,0.96417,0.96451,0.9625,0.96309,6496.55
2022.08.25 08:00:00,0.96308,0.96428,0.96267,0.96398,8055.55
2022.08.25 09:00:00,0.96398,0.9644,0.96165,0.96259,12653.11
2022.08.25 10:00:00,0.96262,0.96313,0.96186,0.96233,11068.76
2022.08.25 11:00:00,0.96231,0.96247,0.96124,0.9622,10026.96
